system:index,FloodClass,FloodRisk,NDWI,elevation,slope,.geo
2130,0,-0.19465704322372124,-0.6778903,14,3.1855953,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.16391123817573,24.219477554416855]}"
2131,1,0.035657340086578754,-0.28358892,18,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.16471972193148,24.219477554416855]}"
2132,1,0.0408682716053515,-0.31158745,11,1.0169002,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.16768416236903,24.219477554416855]}"
2133,1,-0.07528154758371917,-0.4505338,15,2.7507322,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17792495660802,24.219477554416855]}"
2134,1,0.04653757850346318,-0.23355025,14,2.2343647,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17819445119324,24.219477554416855]}"
2135,1,0.024475305702249865,-0.31800303,13,1.3761591,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17873344036371,24.219477554416855]}"
2136,0,-0.0822004400511982,-0.5493045,13,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18250636455701,24.219477554416855]}"
2137,1,0.06110855073040401,-0.26273653,10,1.3761591,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18439282665366,24.219477554416855]}"
2138,1,0.04309743670530097,-0.21116279,10,3.5660584,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19193867504026,24.219477554416855]}"
2139,1,0.0023312609055993055,-0.37429112,11,1.3761591,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19490311547787,24.219477554416855]}"
2140,1,0.056089349395358035,-0.2811453,11,1.0169002,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19786755591548,24.219477554416855]}"
2141,1,-0.05187842479017711,-0.4887105,10,1.3761591,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20002351259734,24.219477554416855]}"
2142,1,-0.07207417154965334,-0.46575344,10,2.959873,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20406593137591,24.219477554416855]}"
2143,1,-0.006816773092693441,-0.38658717,12,1.3761591,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20703037181346,24.219477554416855]}"
2144,0,-0.16860993373038732,-0.68389344,12,2.03316,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.2161931877115,24.219477554416855]}"
2145,1,0.09594288772757831,-0.1774383,15,1.0168979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.14100419843072,24.219208059831615]}"
2146,1,0.10545553668299394,-0.15004262,14,1.3761575,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.14127369301593,24.219208059831615]}"
2147,0,-0.09557313697217351,-0.5269729,15,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1426211659421,24.219208059831615]}"
2148,1,-0.007900405103567848,-0.3604264,11,2.2343607,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.14369914428306,24.219208059831615]}"
2149,0,-0.13599026145623305,-0.6653046,11,1.0168979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.14531611179444,24.219208059831615]}"
2150,0,-0.15393921307752875,-0.646504,12,2.2343607,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.14558560637971,24.219208059831615]}"
2151,0,-0.16722326950152785,-0.6670721,13,2.2343607,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.14585510096492,24.219208059831615]}"
2152,0,-0.18594612962691512,-0.72131145,11,2.1145196,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1472025738911,24.219208059831615]}"
2153,0,-0.23030072350903474,-0.71771586,13,4.1221395,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.14747206847636,24.219208059831615]}"
2154,0,-0.1660229988829517,-0.6989997,13,1.3761575,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.14828055223205,24.219208059831615]}"
2155,0,-0.11116205653384405,-0.5259292,13,2.9598722,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.15259246559583,24.219208059831615]}"
2156,0,-0.1656328799075491,-0.71858984,12,1.0168979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.15367044393679,24.219208059831615]}"
2157,0,-0.15203287359011375,-0.7033898,10,1.0168979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.15798235730057,24.219208059831615]}"
2158,0,-0.11265630704647789,-0.61621624,12,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.15959932481195,24.219208059831615]}"
2159,1,0.01693651999478165,-0.35345104,12,1.0168979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.16094679773812,24.219208059831615]}"
2160,1,-0.06381944674032707,-0.5125926,10,1.3761575,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17253506490329,24.219208059831615]}"
2161,1,0.02261086056176132,-0.30610237,18,1.0168979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1757689999261,24.219208059831615]}"
2162,0,-0.10972225372621972,-0.55086374,14,2.1145196,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17873344036371,24.219208059831615]}"
2163,1,0.04651986388885537,-0.28586388,14,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18088939704558,24.219208059831615]}"
2164,1,-0.054548791469671794,-0.48205128,12,1.3761575,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18250636455701,24.219208059831615]}"
2165,1,0.08386727776755616,-0.22921914,8,1.3761575,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18816575084696,24.219208059831615]}"
2166,1,0.09966187158240096,-0.19162996,9,1.3761575,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18897423460265,24.219208059831615]}"
2167,1,0.0446892597075584,-0.24659231,9,2.750729,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1935556425517,24.219208059831615]}"
2168,1,-0.004589507444694347,-0.40013272,9,1.3761575,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19409463172218,24.219208059831615]}"
2169,1,0.012742936116324106,-0.33434075,11,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19544210464835,24.219208059831615]}"
2170,0,-0.16180657178318636,-0.6356877,11,3.0481353,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20029300718261,24.219208059831615]}"
2171,0,-0.16883413453654944,-0.72499233,12,1.0168979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20083199635303,24.219208059831615]}"
2172,0,-0.21329940622837623,-0.75056964,11,2.750729,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20325744762016,24.219208059831615]}"
2173,1,-0.029570743590617666,-0.45009518,9,1.3761575,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20622188805777,24.219208059831615]}"
2174,1,-0.010498985293781293,-0.37162355,10,2.2343607,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20649138264298,24.219208059831615]}"
2175,1,-0.051183780619774494,-0.40844214,12,3.0481353,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.21053380142155,24.219208059831615]}"
2176,1,-0.031076829164600438,-0.43282744,8,2.0331557,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.2116117797625,24.219208059831615]}"
2177,0,-0.11018775751103214,-0.6053292,10,1.3761575,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.21295925268868,24.219208059831615]}"
2178,0,-0.09337963454618547,-0.5047301,12,2.750729,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.21430672561485,24.219208059831615]}"
2179,1,0.011429372748221055,-0.2951121,12,2.750729,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.21457622020006,24.219208059831615]}"
2180,1,-0.03472085304143596,-0.41406727,11,2.2343607,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.21673217688198,24.219208059831615]}"
2181,1,0.014252665407371336,-0.3101204,12,2.2343566,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.14396863886827,24.218938565246383]}"
2182,0,-0.18353353781558795,-0.725741,10,2.0331511,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.14935853057301,24.218938565246383]}"
2183,1,-0.031175296207375067,-0.42102456,10,2.0331511,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.14962802515822,24.218938565246383]}"
2184,0,-0.16421107357978332,-0.7013759,12,1.3761559,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.15474842227775,24.218938565246383]}"
2185,1,0.012143507112898806,-0.30833873,13,2.2343566,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.15690437895961,24.218938565246383]}"
2186,0,-0.19113843969347039,-0.7002478,12,2.7507257,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.15906033564147,24.218938565246383]}"
2187,0,-0.09841812694008978,-0.5901604,11,1.0168957,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.15986881939722,24.218938565246383]}"
2188,0,-0.1274529394391349,-0.56569433,13,2.7802885,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1614857869086,24.218938565246383]}"
2189,1,-0.07066043683854986,-0.5753209,11,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.16256376524956,24.218938565246383]}"
2190,0,-0.10777698859325058,-0.5601797,11,2.2343566,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.16310275442004,24.218938565246383]}"
2191,1,-0.004680183239322296,-0.345187,15,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.16579770027238,24.218938565246383]}"
2192,0,-0.22639875342528948,-0.72434974,11,4.061195,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.16660618402813,24.218938565246383]}"
2193,0,-0.12789638120790717,-0.5773979,10,2.9598713,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1679536569543,24.218938565246383]}"
2194,0,-0.15748585828035885,-0.6317602,12,2.7802885,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17010961363616,24.218938565246383]}"
2195,1,-0.04135258670791798,-0.34225738,13,4.061195,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1719960757328,24.218938565246383]}"
2196,0,-0.09482032006697752,-0.54946727,11,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1728045594885,24.218938565246383]}"
2197,0,-0.11934867493956733,-0.598524,11,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17334354865898,24.218938565246383]}"
2198,0,-0.13636294600470983,-0.59655255,17,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17523001075563,24.218938565246383]}"
2199,0,-0.14655200751559194,-0.57270914,17,2.9598713,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17657748368185,24.218938565246383]}"
2200,0,-0.0867599217472427,-0.4734908,15,2.7507257,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17873344036371,24.218938565246383]}"
2201,1,-0.06589655064938957,-0.49874687,13,1.3761559,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18169788080132,24.218938565246383]}"
2202,0,-0.09721034969703986,-0.5362473,14,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18196737538653,24.218938565246383]}"
2203,1,0.08211154481604949,-0.22910109,11,1.0168957,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18439282665366,24.218938565246383]}"
2204,0,-0.13517124636967975,-0.66966665,10,1.0168957,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18627928875031,24.218938565246383]}"
2205,1,0.09726309759564822,-0.2143774,9,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18870474001744,24.218938565246383]}"
2206,1,0.11819512195121953,-0.21560976,8,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18924372918792,24.218938565246383]}"
2207,1,0.0454241549229584,-0.25977743,10,2.2343566,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19059120211409,24.218938565246383]}"
2208,1,0.09548830109075522,-0.17969735,8,2.0331511,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1908606966993,24.218938565246383]}"
2209,1,-0.00504323751437576,-0.40104023,9,1.3761559,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19436412630739,24.218938565246383]}"
2210,0,-0.09817499632974053,-0.54097575,11,2.2343566,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19598109381883,24.218938565246383]}"
2211,0,-0.18031476077629421,-0.65798765,10,3.566047,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20325744762016,24.218938565246383]}"
2212,1,-0.053678300159225034,-0.42896175,10,2.9598713,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20972531766586,24.218938565246383]}"
2213,0,-0.09042539463743107,-0.50245595,10,2.9598713,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.21215076893299,24.218938565246383]}"
2214,0,-0.0942211261816687,-0.6284422,10,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.2124202635182,24.218938565246383]}"
2215,1,0.08730958381638948,-0.22228444,11,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.21727116605246,24.218938565246383]}"
2216,1,0.08707228784791096,-0.17368206,13,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.14046520926024,24.218669070661143]}"
2217,0,-0.13813089474452503,-0.5822329,14,2.7507224,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.14100419843072,24.218669070661143]}"
2218,1,0.0535118937287612,-0.3209762,12,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.14504661720923,24.218669070661143]}"
2219,0,-0.14331661476356428,-0.67753685,12,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.153939938522,24.218669070661143]}"
2220,0,-0.105621024242866,-0.5985663,12,1.0168935,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.15528741144817,24.218669070661143]}"
2221,0,-0.10893134849727261,-0.5238338,14,2.7507224,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.16094679773812,24.218669070661143]}"
2222,1,-0.08088903562463945,-0.49174917,10,2.7507224,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.16741466778382,24.218669070661143]}"
2223,0,-0.10882952582069497,-0.66365904,9,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1679536569543,24.218669070661143]}"
2224,1,-0.07604021999045388,-0.5154047,16,1.0168935,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17873344036371,24.218669070661143]}"
2225,1,-0.07437063293692506,-0.5145679,10,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18250636455701,24.218669070661143]}"
2226,1,9.062900845839099E-4,-0.37714127,11,1.3761542,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1830453537275,24.218669070661143]}"
2227,1,0.04845336176559032,-0.26891991,10,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18789625626175,24.218669070661143]}"
2228,1,0.06835858980017497,-0.18488799,10,2.9598706,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18870474001744,24.218669070661143]}"
2229,0,-0.09017641432168763,-0.3602897,11,6.3515787,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19139968586978,24.218669070661143]}"
2230,1,0.05073361589004023,-0.2954866,8,1.3761542,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19409463172218,24.218669070661143]}"
2231,0,-0.19838654118914936,-0.7267442,10,2.7507224,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19598109381883,24.218669070661143]}"
2232,1,-0.07911078835717812,-0.5076409,11,2.1145175,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20002351259734,24.218669070661143]}"
2233,0,-0.1997211017933378,-0.7428615,12,2.1145175,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20217946927926,24.218669070661143]}"
2234,0,-0.16115274243820465,-0.6892593,13,1.3761542,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20514390971681,24.218669070661143]}"
2235,0,-0.12162358440671649,-0.6365714,11,1.0168935,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20622188805777,24.218669070661143]}"
2236,0,-0.11952156196419353,-0.48194844,12,4.6273675,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.21188127434772,24.218669070661143]}"
2237,1,-0.002671486609602619,-0.4142466,9,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.21700167146719,24.218669070661143]}"
2238,1,-0.04348360563693433,-0.47787082,12,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.21834914439336,24.218669070661143]}"
2239,1,0.10537751004016063,-0.21124499,13,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.14019571467497,24.21839957607591]}"
2240,1,0.06186391006755324,-0.22409882,13,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.14073470384545,24.21839957607591]}"
2241,0,-0.153357784201785,-0.67366946,13,1.3761525,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.14369914428306,24.21839957607591]}"
2242,0,-0.14424522166371243,-0.62446165,9,2.7507193,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.14693307930588,24.21839957607591]}"
2243,1,-0.04301187296098463,-0.46497765,11,1.3761525,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.14747206847636,24.21839957607591]}"
2244,1,-0.05977652294956038,-0.4641791,11,2.2343485,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.14962802515822,24.21839957607591]}"
2245,1,-0.07744849470419478,-0.4728682,12,2.7507193,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.15474842227775,24.21839957607591]}"
2246,0,-0.1804168623987333,-0.7042531,12,2.1145165,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.15609589520392,24.21839957607591]}"
2247,0,-0.16537054174892593,-0.71806544,12,1.0168912,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.15798235730057,24.21839957607591]}"
2248,0,-0.16872772011813167,-0.7247798,12,1.0168912,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.15932983022674,24.21839957607591]}"
2249,0,-0.18236794580866017,-0.6653131,12,3.1855698,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.16337224900525,24.21839957607591]}"
2250,0,-0.21121112970810701,-0.6170697,14,5.533814,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.16660618402813,24.21839957607591]}"
2251,0,-0.17334385923623324,-0.60575616,12,4.2232885,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.16741466778382,24.21839957607591]}"
2252,1,0.024932209005806293,-0.3290392,14,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1795419241194,24.21839957607591]}"
2253,0,-0.09359223016787976,-0.51585877,15,2.0331423,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18008091328988,24.21839957607591]}"
2254,1,-0.06847585121174694,-0.4978553,17,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18061990246036,24.21839957607591]}"
2255,0,-0.10382671002569835,-0.5222795,16,2.2343485,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18088939704558,24.21839957607591]}"
2256,0,-0.20477147789914577,-0.67694163,11,4.1650333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18196737538653,24.21839957607591]}"
2257,1,-0.07485115301864123,-0.5406562,9,1.3761525,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1822368699718,24.21839957607591]}"
2258,0,-0.1471618761517742,-0.68527764,9,1.3761525,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1860097941651,24.21839957607591]}"
2259,1,0.02453966628897175,-0.30034,11,2.1145165,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18735726709127,24.21839957607591]}"
2260,1,-0.03529510401003798,-0.42441684,12,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18762676167648,24.21839957607591]}"
2261,1,0.06147791060981083,-0.18664938,12,2.9598699,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18843524543223,24.21839957607591]}"
2262,1,0.07245319902144509,-0.25441796,10,1.0168912,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19032170752888,24.21839957607591]}"
2263,1,0.061449798367054144,-0.24892704,9,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1908606966993,24.21839957607591]}"
2264,1,0.009617317920967865,-0.3253914,11,2.2343485,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19220816962553,24.21839957607591]}"
2265,1,0.02286912873114652,-0.31568107,9,2.1145165,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1935556425517,24.21839957607591]}"
2266,1,0.09505798331775228,-0.21878764,9,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19436412630739,24.21839957607591]}"
2267,1,0.06913354210975844,-0.22435898,8,2.2343485,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1946336208926,24.21839957607591]}"
2268,1,-0.0617062899669265,-0.4479898,8,3.1855698,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19517261006308,24.21839957607591]}"
2269,1,-0.04213853444077127,-0.38657758,10,3.442487,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19705907215973,24.21839957607591]}"
2270,1,-0.05962400100474906,-0.43121922,13,2.7507193,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19840654508596,24.21839957607591]}"
2271,0,-0.10785493223727574,-0.53849834,11,2.7802885,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19921502884165,24.21839957607591]}"
2272,0,-0.16737198893442598,-0.66737,13,2.2343485,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20244896386447,24.21839957607591]}"
2273,0,-0.16738836159085646,-0.72568035,12,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.2048744151316,24.21839957607591]}"
2274,1,-0.039170681146600966,-0.4716657,11,1.0168912,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20945582308059,24.21839957607591]}"
2275,1,-0.06712020513211939,-0.48486647,10,2.2343485,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.21053380142155,24.21839957607591]}"
2276,0,-0.09644160047342781,-0.49024177,10,3.5660357,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.21107279059203,24.21839957607591]}"
2277,0,-0.11567099664733807,-0.5613132,10,2.7507193,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.21700167146719,24.21839957607591]}"
2278,1,-0.02263500639617244,-0.39468935,11,2.1145165,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.21861863897863,24.21839957607591]}"
2279,0,-0.11051017843937713,-0.51237917,11,3.56603,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1426211659421,24.21813008149067]}"
2280,0,-0.18683742610017354,-0.67728007,13,2.9598691,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.14504661720923,24.21813008149067]}"
2281,1,0.010484077292907991,-0.30565804,14,2.2343447,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.14585510096492,24.21813008149067]}"
2282,1,-0.06403654838630048,-0.4867476,10,2.0331378,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1472025738911,24.21813008149067]}"
2283,0,-0.18058828563039142,-0.72213054,14,1.376151,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.14908903598774,24.21813008149067]}"
2284,0,-0.19879837869534617,-0.6921742,13,3.1855636,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.14935853057301,24.21813008149067]}"
2285,0,-0.21933959187032354,-0.73875487,13,3.0481086,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.15178398184014,24.21813008149067]}"
2286,1,-0.03803263944208064,-0.44301924,13,1.376151,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.15313145476631,24.21813008149067]}"
2287,0,-0.1220715667311412,-0.67814314,11,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.15528741144817,24.21813008149067]}"
2288,0,-0.13951537335285505,-0.71303076,11,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1566348843744,24.21813008149067]}"
2289,0,-0.16906609240841103,-0.7254566,12,1.0168891,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1577128627153,24.21813008149067]}"
2290,0,-0.1929016503393356,-0.7324778,12,2.0331378,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.16121629232339,24.21813008149067]}"
2291,1,-0.01927431230972171,-0.3451261,11,3.1855636,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.16229427066435,24.21813008149067]}"
2292,1,-0.015308635854092756,-0.34919474,9,3.1855636,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.16256376524956,24.21813008149067]}"
2293,0,-0.1389009250497829,-0.55720085,9,4.1650248,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.16310275442004,24.21813008149067]}"
2294,1,-0.07480844257070644,-0.51052046,17,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.16633668944286,24.21813008149067]}"
2295,0,-0.12059574262231293,-0.5207967,17,2.9598691,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.16660618402813,24.21813008149067]}"
2296,0,-0.17571287336869287,-0.6573971,14,2.750716,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.16741466778382,24.21813008149067]}"
2297,1,-0.07902314683230242,-0.51900023,14,1.376151,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17118759197712,24.21813008149067]}"
2298,0,-0.08783124528011553,-0.5426164,13,1.376151,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17334354865898,24.21813008149067]}"
2299,0,-0.1367234674819286,-0.60927355,15,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17523001075563,24.21813008149067]}"
2300,1,-0.07690006849414015,-0.5147541,14,1.376151,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1757689999261,24.21813008149067]}"
2301,0,-0.2432859631302215,-0.7047022,11,5.3967433,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18196737538653,24.21813008149067]}"
2302,0,-0.08957142857142855,-0.60714287,12,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18520131040935,24.21813008149067]}"
2303,1,0.0172693055238774,-0.26603884,12,3.1855636,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18870474001744,24.21813008149067]}"
2304,1,0.07383981367992676,-0.23722397,13,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19139968586978,24.21813008149067]}"
2305,1,-0.022679130436561695,-0.3753296,10,2.750716,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19382513713691,24.21813008149067]}"
2306,1,0.03416189021952283,-0.2723507,13,2.0331378,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19759806133021,24.21813008149067]}"
2307,0,-0.18810055333351214,-0.74202776,10,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19867603967117,24.21813008149067]}"
2308,1,-0.07483642701745362,-0.5226268,12,1.376151,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20137098552351,24.21813008149067]}"
2309,0,-0.1663059275018301,-0.68803126,10,2.1145153,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20352694220543,24.21813008149067]}"
2310,0,-0.18682071302350986,-0.669942,11,3.4424844,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20379643679064,24.21813008149067]}"
2311,1,0.006063157414096746,-0.37882766,9,1.376151,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.21080329600676,24.21813008149067]}"
