system:index,FloodClass,FloodRisk,NDWI,elevation,slope,.geo
0,1,0.07744384303112313,-0.30311233,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20271845844968,24.24885246420756]}"
1,1,0.03141033605019326,-0.23772858,12,3.1862686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20379643679064,24.24885246420756]}"
2,1,-0.007137873712394254,-0.38122243,13,1.3763329,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20406593137591,24.24885246420756]}"
3,1,0.09874241930224974,-0.26051515,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20244896386447,24.248582969622326]}"
4,1,-0.07199282687579014,-0.30426356,13,6.543052,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20514390971681,24.248582969622326]}"
5,1,0.11630769230769229,-0.22538462,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20271845844968,24.248313475037087]}"
6,1,-0.015342963132159285,-0.30577978,10,4.1226535,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20433542596112,24.248313475037087]}"
7,1,-0.07282848630663016,-0.45044544,14,2.7802885,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20514390971681,24.248043980451854]}"
8,1,-0.005133614278537646,-0.3892142,11,1.3763263,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20352694220543,24.247774485866614]}"
9,1,-0.06816561970846532,-0.50098675,9,2.0336123,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20433542596112,24.247774485866614]}"
10,1,0.07738107098381071,-0.30323786,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20217946927926,24.24750499128138]}"
11,1,-0.07256612590401475,-0.31976047,7,7.0842943,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20244896386447,24.24750499128138]}"
12,0,-0.16943442312992057,-0.6748263,9,2.7510629,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20433542596112,24.24750499128138]}"
13,1,0.05389190858554664,-0.35021618,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.2011014909383,24.24723549669615]}"
14,0,-0.1538740487210002,-0.6806952,12,1.376323,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20352694220543,24.24723549669615]}"
15,0,-0.1697462921569205,-0.6841019,11,2.2347682,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20433542596112,24.24723549669615]}"
16,1,0.07832432432432433,-0.30135134,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20164048010878,24.246696507525677]}"
17,1,0.08388958990536276,-0.29022083,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20217946927926,24.246696507525677]}"
18,0,-0.08653308221077223,-0.5006683,9,2.9599473,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20298795303495,24.246696507525677]}"
19,0,-0.11601544809802995,-0.6049781,12,1.3763198,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20352694220543,24.246696507525677]}"
20,1,0.04716847666568828,-0.36366305,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20164048010878,24.246427012940437]}"
21,1,-0.0640820696816694,-0.47757918,11,2.114624,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20433542596112,24.246427012940437]}"
22,1,0.032030303030303034,-0.3939394,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20137098552351,24.246157518355204]}"
23,0,-0.0886949771970307,-0.5049921,9,2.959946,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20244896386447,24.246157518355204]}"
24,0,-0.11731189644544897,-0.6926238,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20029300718261,24.245888023769965]}"
25,0,-0.0927463283753232,-0.49804497,10,3.1861923,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20244896386447,24.245618529184732]}"
26,0,-0.13864067898452756,-0.71128136,11,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20379643679064,24.245618529184732]}"
27,1,0.04536363636363637,-0.36727273,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20164048010878,24.245349034599492]}"
28,1,0.061594235033259406,-0.33481154,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18088939704558,24.24507954001426]}"
29,1,-0.01077474807350327,-0.4795495,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18142838621606,24.24507954001426]}"
30,1,0.022991416309012875,-0.41201717,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18412333206845,24.24507954001426]}"
31,1,0.05199741602067183,-0.35400516,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18466232123887,24.24507954001426]}"
32,1,0.04058238172920066,-0.37683523,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20056250176782,24.24507954001426]}"
33,1,-0.0651894719670599,-0.48303622,11,2.033568,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20244896386447,24.24507954001426]}"
34,1,-2.731162409107882E-4,-0.38186216,13,1.017102,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17819445119324,24.24481004542902]}"
35,0,-0.09489891549375704,-0.47089422,9,4.12259,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18035040787515,24.24481004542902]}"
36,1,0.060373989713446,-0.33725202,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1833148483127,24.24481004542902]}"
37,0,-0.14463969739287774,-0.6862271,8,1.3763083,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19894553425638,24.24481004542902]}"
38,1,-0.07608633241416013,-0.53112036,11,1.3763083,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20352694220543,24.24481004542902]}"
39,1,0.05262378502001142,-0.31675243,13,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1784639457785,24.244540550843787]}"
40,1,0.0074866710115385135,-0.2969856,13,2.7510269,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17981141870467,24.244540550843787]}"
41,1,0.009221227284698447,-0.43955755,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18520131040935,24.244540550843787]}"
42,1,0.04026831733198584,-0.37746337,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18574029957983,24.244540550843787]}"
43,1,0.029644237652111678,-0.39871153,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18654878333558,24.244540550843787]}"
44,1,-0.057931991672449695,-0.555864,10,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19975401801213,24.244540550843787]}"
45,1,-0.01840344327407145,-0.43012288,11,1.0170999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20137098552351,24.244540550843787]}"
46,1,-0.03537796504857504,-0.42341357,11,2.033559,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20190997469399,24.244540550843787]}"
47,1,-0.02644605809128629,-0.5108921,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18520131040935,24.244271056258555]}"
48,1,0.055760563380281694,-0.34647888,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18654878333558,24.244271056258555]}"
49,1,0.07103586497890295,-0.31592828,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18681827792079,24.244271056258555]}"
50,1,0.268662447257384,0.07932489,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.187087772506,24.244271056258555]}"
51,1,0.30127488151658766,0.14454976,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18816575084696,24.244271056258555]}"
52,1,-0.02931963001027748,-0.48663926,12,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20164048010878,24.244271056258555]}"
53,1,0.2933504531722054,0.12870091,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18789625626175,24.244001561673315]}"
54,1,0.2957082294264339,0.13341646,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18816575084696,24.244001561673315]}"
55,0,-0.18298863390928793,-0.7509251,10,1.3763033,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19867603967117,24.244001561673315]}"
56,1,-0.07603651317170096,-0.50268424,10,2.2347198,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20298795303495,24.244001561673315]}"
57,1,0.05998866622482056,-0.27333894,11,1.0170932,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17657748368185,24.243732067088082]}"
58,1,0.04043232991618494,-0.30645162,12,1.0170932,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1784639457785,24.243732067088082]}"
59,1,0.04206306306306305,-0.37387386,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18466232123887,24.243732067088082]}"
60,1,0.08284615384615383,-0.2923077,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18681827792079,24.243732067088082]}"
61,1,0.007818998716302945,-0.442362,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18924372918792,24.243732067088082]}"
62,1,0.04446707503828483,-0.36906585,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19220816962553,24.243732067088082]}"
63,0,-0.20197699197553504,-0.7345081,7,3.1861477,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20029300718261,24.243732067088082]}"
64,1,0.035615469541959606,-0.2814274,11,2.0335412,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17900293494893,24.243462572502843]}"
65,1,0.07024546216140741,-0.31750908,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18358434289797,24.243462572502843]}"
66,1,0.07760186418109187,-0.30279627,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18439282665366,24.243462572502843]}"
67,1,0.0677589013224822,-0.3224822,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18466232123887,24.243462572502843]}"
68,1,0.04767303342548378,-0.36265394,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18574029957983,24.243462572502843]}"
69,1,0.03208483290488433,-0.39383033,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18762676167648,24.243462572502843]}"
70,1,0.059434782608695655,-0.33913043,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19247766421074,24.243462572502843]}"
71,0,-0.17146842648906097,-0.6935484,10,2.2347116,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20190997469399,24.243462572502843]}"
72,1,0.09775249896690857,-0.17032164,10,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17738596743754,24.24319307791761]}"
73,1,0.0340850727443125,-0.25244156,15,2.2347076,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1784639457785,24.24319307791761]}"
74,1,0.08825168079508915,-0.28149664,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18412333206845,24.24319307791761]}"
75,1,0.08419591141396933,-0.28960818,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18466232123887,24.24319307791761]}"
76,1,0.05311174396528341,-0.3517765,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19139968586978,24.24319307791761]}"
77,1,0.0203492927094668,-0.41730142,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19328614796643,24.24319307791761]}"
78,0,-0.20496672021847145,-0.753349,12,2.1146114,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19948452342686,24.24319307791761]}"
79,0,-0.1975985760269432,-0.7446127,11,2.1146114,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20217946927926,24.24319307791761]}"
80,1,0.14061685290633208,-0.06937799,10,2.2347076,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17765546202276,24.24292358333237]}"
81,1,0.052007012978707245,-0.27493402,11,1.3762984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1792724295342,24.24292358333237]}"
82,1,0.04460846560846561,-0.36878306,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18196737538653,24.24292358333237]}"
83,1,0.06892204899777284,-0.3201559,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1830453537275,24.24292358333237]}"
84,1,0.07795833333333334,-0.30208334,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18574029957983,24.24292358333237]}"
85,1,0.06423067705212702,-0.32953864,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19220816962553,24.24292358333237]}"
86,1,0.05357457457457458,-0.35085085,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19382513713691,24.24292358333237]}"
87,0,-0.16433236150903757,-0.7339812,9,1.0170888,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20352694220543,24.24292358333237]}"
88,1,-0.04369771078680275,-0.44881102,9,2.1146102,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17630798909659,24.242654088747138]}"
89,1,0.062211294732516326,-0.278481,10,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18008091328988,24.242654088747138]}"
90,1,0.0360983810709838,-0.38580325,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18169788080132,24.242654088747138]}"
91,1,0.07867704051673517,-0.30064592,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1822368699718,24.242654088747138]}"
92,1,0.05427881040892192,-0.3494424,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18250636455701,24.242654088747138]}"
93,1,0.10340492859143098,-0.25119016,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18412333206845,24.242654088747138]}"
94,1,0.08226883611844034,-0.29346234,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18654878333558,24.242654088747138]}"
95,1,0.08247526612398247,-0.29304945,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19139968586978,24.242654088747138]}"
96,1,0.05672196578875917,-0.34455606,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1946336208926,24.242654088747138]}"
97,1,0.050755027422303464,-0.35648996,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19490311547787,24.242654088747138]}"
98,0,-0.13737695216986523,-0.66807044,11,1.0170865,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19786755591548,24.242654088747138]}"
99,0,-0.20428902157203951,-0.7591899,10,2.2347035,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19894553425638,24.242654088747138]}"
100,0,-0.15060893912560386,-0.686166,10,1.3762968,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20083199635303,24.242654088747138]}"
101,0,-0.1676793797213989,-0.73826236,10,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.2011014909383,24.242654088747138]}"
102,0,-0.17303140024948693,-0.7429664,11,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20271845844968,24.242654088747138]}"
103,0,-0.14432423984086387,-0.7226485,11,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20460492054633,24.242654088747138]}"
104,1,0.04295386670811019,-0.2635079,11,2.1146092,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17900293494893,24.242384594161898]}"
105,1,0.09772642877864811,-0.26254714,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18358434289797,24.242384594161898]}"
106,1,0.07673100054674685,-0.304538,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18520131040935,24.242384594161898]}"
107,1,0.04992352092352091,-0.35815296,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18762676167648,24.242384594161898]}"
108,1,0.06409700176366843,-0.329806,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18789625626175,24.242384594161898]}"
109,1,-0.04291259513871841,-0.5438252,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18870474001744,24.242384594161898]}"
110,1,0.033912361354725036,-0.2947873,8,2.2346995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19274715879595,24.242384594161898]}"
111,1,-0.047066926770771574,-0.49108204,8,1.3762952,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19409463172218,24.242384594161898]}"
112,0,-0.20503164382453964,-0.73402315,11,2.751004,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19894553425638,24.242384594161898]}"
113,0,-0.2216096370678709,-0.74377435,12,3.1861224,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19921502884165,24.242384594161898]}"
114,0,-0.1784550591068573,-0.71673673,11,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20083199635303,24.242384594161898]}"
115,0,-0.17615333987620316,-0.7312549,11,1.3762952,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.2011014909383,24.242384594161898]}"
116,0,-0.14740331491712708,-0.73480666,10,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20217946927926,24.242384594161898]}"
117,1,0.04514081797386522,-0.2623774,11,2.0335236,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17873344036371,24.242115099576665]}"
118,1,-0.06670297944369441,-0.44596133,10,3.186116,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18088939704558,24.242115099576665]}"
119,1,-0.018908801485738848,-0.3534202,11,2.9599352,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18169788080132,24.242115099576665]}"
120,1,0.0029551659645138395,-0.28718784,7,4.1225457,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18250636455701,24.242115099576665]}"
121,1,0.1026737400530504,-0.25265253,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18385383748318,24.242115099576665]}"
122,1,0.06877974751544454,-0.3204405,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18439282665366,24.242115099576665]}"
123,1,-0.04815746554698437,-0.3714131,10,4.1225457,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1935556425517,24.242115099576665]}"
124,0,-0.08702144620500288,-0.43553838,10,4.4626126,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19517261006308,24.242115099576665]}"
125,0,-0.18092501383080833,-0.7124622,10,2.2346954,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19813705050069,24.242115099576665]}"
126,0,-0.14349294911097485,-0.7329859,9,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19840654508596,24.242115099576665]}"
127,0,-0.19687723819957287,-0.7491702,10,2.114608,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20217946927926,24.242115099576665]}"
128,0,-0.20156374355118636,-0.72168285,9,3.186116,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20406593137591,24.242115099576665]}"
129,1,0.05246668604133253,-0.29797024,10,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18008091328988,24.241845604991425]}"
130,1,0.018615566690460845,-0.38367248,7,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18439282665366,24.241845604991425]}"
131,1,-0.019958091830666824,-0.3735188,8,2.9599345,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18493181582414,24.241845604991425]}"
132,1,0.05091780821917809,-0.3561644,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.187087772506,24.241845604991425]}"
133,1,0.06614694315337862,-0.32570612,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18735726709127,24.241845604991425]}"
134,1,0.04198865069356873,-0.3740227,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18897423460265,24.241845604991425]}"
135,1,0.06763749378418697,-0.322725,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19166918045505,24.241845604991425]}"
136,1,0.06225581147672884,-0.2429041,8,2.114607,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1935556425517,24.241845604991425]}"
137,1,0.05035026825726757,-0.2619118,8,2.2346914,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19409463172218,24.241845604991425]}"
138,0,-0.17250866436989806,-0.71796566,12,1.3762919,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19894553425638,24.241845604991425]}"
139,0,-0.19795952056989544,-0.74974567,12,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19948452342686,24.241845604991425]}"
140,0,-0.20596428081753979,-0.72998136,10,3.0486796,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20137098552351,24.241845604991425]}"
141,1,0.05373020676891965,-0.27985647,12,1.0170776,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17496051617042,24.241576110406193]}"
142,1,-0.01049534791537296,-0.23962595,10,5.5341187,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17711647285228,24.241576110406193]}"
143,1,0.05081495702462117,-0.2581967,11,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1795419241194,24.241576110406193]}"
144,1,0.04962337017135539,-0.27970165,11,1.3762902,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18008091328988,24.241576110406193]}"
145,1,0.0676062694450622,-0.27010435,9,1.0170776,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18169788080132,24.241576110406193]}"
146,1,0.08086298076923078,-0.29627404,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1833148483127,24.241576110406193]}"
147,1,0.11202277432712217,-0.23395444,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18789625626175,24.241576110406193]}"
148,1,0.028802204012432876,-0.4003956,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18924372918792,24.241576110406193]}"
149,1,0.01744813662015277,-0.37042063,9,1.0170776,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19409463172218,24.241576110406193]}"
150,1,0.028510290589118446,-0.3422963,10,1.0170776,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1946336208926,24.241576110406193]}"
151,1,-0.030268094652888017,-0.36387572,9,3.5665116,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19571159923356,24.241576110406193]}"
152,0,-0.1811113736776658,-0.7160494,12,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20406593137591,24.241576110406193]}"
153,0,-0.17498284015738652,-0.7229141,12,1.3762902,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20595239347256,24.241576110406193]}"
154,1,-0.003344684318582286,-0.32829204,10,2.959933,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17630798909659,24.24130661582096]}"
155,1,0.08566739188473434,-0.21961367,9,1.3762887,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17792495660802,24.24130661582096]}"
156,1,0.07015427093180802,-0.24463992,10,1.3762887,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1792724295342,24.24130661582096]}"
157,1,0.0016320181050532845,-0.31478932,10,3.0486662,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18115889163084,24.24130661582096]}"
158,1,0.04198885843721792,-0.24481075,10,2.7802885,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18196737538653,24.24130661582096]}"
159,1,0.11240979655359831,-0.14700705,9,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18547080499462,24.24130661582096]}"
160,1,0.021655018211296714,-0.2600297,9,3.5665061,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19517261006308,24.24130661582096]}"
161,1,0.022221577773029827,-0.2796102,9,3.0486662,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19571159923356,24.24130661582096]}"
162,1,0.03127005132986132,-0.31040835,12,1.3762887,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19625058840404,24.24130661582096]}"
163,1,-0.024889098809370763,-0.30527467,11,4.4625883,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19705907215973,24.24130661582096]}"
164,1,-4.316155525945775E-4,-0.32541937,8,3.186097,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.197328566745,24.24130661582096]}"
165,0,-0.16986886555470232,-0.69515353,10,2.114605,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20083199635303,24.24130661582096]}"
166,0,-0.1724387079836482,-0.7238259,11,1.3762887,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20164048010878,24.24130661582096]}"
167,0,-0.1944990741198746,-0.7129585,11,2.7509909,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20190997469399,24.24130661582096]}"
168,0,-0.1595159011838327,-0.7099354,12,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20433542596112,24.24130661582096]}"
169,0,-0.15914796140867854,-0.7211995,10,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20514390971681,24.24130661582096]}"
170,0,-0.19979255683308483,-0.7271878,9,2.959933,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20649138264298,24.24130661582096]}"
171,1,0.038815855992477485,-0.3013168,11,1.376287,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1754995053409,24.24103712123572]}"
172,1,-0.009902638025683384,-0.34376577,11,2.7509875,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17603849451137,24.24103712123572]}"
173,1,0.0227528441292899,-0.29910713,11,2.2346792,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1822368699718,24.24103712123572]}"
174,1,0.07441994363522772,-0.059586138,12,5.4893494,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18627928875031,24.24103712123572]}"
175,1,0.09906925624811803,-0.2598615,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19139968586978,24.24103712123572]}"
176,1,-7.135215412054294E-4,-0.3628429,9,2.1146038,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19571159923356,24.24103712123572]}"
177,1,0.009125659478080698,-0.37506574,11,1.0170732,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20137098552351,24.24103712123572]}"
178,0,-0.09024103108313612,-0.47782204,10,3.5665004,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20271845844968,24.24103712123572]}"
179,0,-0.15282756832301125,-0.6965587,12,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20433542596112,24.24103712123572]}"
180,0,-0.1870262804268423,-0.7246654,10,2.2346792,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20703037181346,24.24103712123572]}"
181,0,-0.16683518142721862,-0.699497,10,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20729986639873,24.24103712123572]}"
182,1,0.029115646258503408,-0.3817687,10,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1746910215852,24.240767626650488]}"
183,1,0.01577440922424367,-0.29841182,10,2.7509842,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18088939704558,24.240767626650488]}"
184,1,0.06917902701670509,-0.26095912,10,1.017071,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18385383748318,24.240767626650488]}"
185,1,0.04644499350235742,-0.251723,11,2.2346752,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18412333206845,24.240767626650488]}"
186,1,-0.01865407050469185,-0.49530813,7,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18816575084696,24.240767626650488]}"
